kit_id,brand,model_name,timestamp,region,generation,form_factor,capacity_gb,module_count,is_ecc,speed_mts,cas_latency,voltage,timing_string,die_manufacturer,die_type,true_latency_ns,bandwidth_per_dollar,latency_value_index,speed_premium_ratio,price_per_gb,price_usd,market_segment,recommended_usage,price_status,global_inventory_weeks,fab_utilization_rate,gpu_hbm_trend_gb
MPN-000091,ADATA,ADATA DDR5 7200MT/s,2025-04-06,Latin America,DDR5,SODIMM,192,8,False,7200,34,1.25,34-36-36-72,SK Hynix,C-Die,9.4444,11.2272,48453.84,3.8173,26.72,5130.41,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.7,0.6893,145.16
MPN-000092,Samsung,Samsung DDR5 8000MT/s,2025-10-17,Europe,DDR5,DIMM,32,2,False,8000,36,1.45,36-38-38-76,Samsung,M-Die,9.0,84.5617,6811.59,3.3788,23.65,756.84,Consumer,Gaming (AAA),Shortage-Inflated,8.57,0.7689,189.41
MPN-000093,Kingston,Kingston DDR5 6800MT/s,2026-12-05,EMEA,DDR5,DIMM,512,2,False,6800,40,1.35,40-42-42-84,Samsung,E-Die,11.7647,1.4693,435587.11,10.3306,72.31,37024.9,Enterprise/AI,AI / Data Science,Shortage-Inflated,2.98,0.9389,283.84
MPN-000094,SK Hynix,SK Hynix DDR4 3000MT/s,2026-12-20,Greater China,DDR4,DIMM,16,2,False,3000,19,1.4,19-21-21-42,Samsung,M-Die,12.6667,76.6287,3967.18,6.1172,19.57,313.2,Consumer,Gaming (AAA),Shortage-Inflated,2.97,0.9451,287.26
MPN-000095,Patriot,Patriot DDR4 3200MT/s,2025-04-19,EMEA,DDR4,LRDIMM,64,4,True,3200,22,1.4,22-24-24-48,Samsung,D-Die,13.75,30.2639,11631.01,4.1303,13.22,845.89,Enterprise/AI,Content Creation,Shortage-Inflated,9.13,0.6946,148.12
MPN-000096,Crucial,Crucial DDR5 4800MT/s,2025-02-12,Asia-Pacific,DDR5,DIMM,96,2,False,4800,42,1.25,42-44-44-88,Micron,E-Die,17.5,17.9644,37407.28,3.1809,22.27,2137.56,Enterprise/AI,AI / Data Science,Shortage-Inflated,11.19,0.6675,133.07
MPN-000097,Mushkin,Mushkin DDR5 5200MT/s,2026-09-08,Asia-Pacific,DDR5,SODIMM,192,2,True,5200,42,1.4,42-44-44-88,Micron,B-Die,16.1538,3.3024,203487.94,9.3727,65.61,12596.87,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.17,0.9028,263.77
MPN-000098,Lexar,Lexar DDR6 (Preview) 21000MT/s,2024-07-18,Greater China,DDR6 (Preview),DIMM,64,2,False,21000,64,1.0,64-66-66-132,SK Hynix,A-Die,6.0952,46.8692,21848.05,2.0002,56.01,3584.45,Enterprise/AI,Content Creation,Normal,13.01,0.5817,85.39
MPN-000099,Mushkin,Mushkin DDR5 4800MT/s,2026-12-23,Latin America,DDR5,SODIMM,128,1,False,4800,32,1.1,32-34-34-68,Samsung,M-Die,13.3333,4.0383,126786.8,10.6127,74.29,9509.01,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.27,0.9463,287.95
MPN-000100,ADATA,ADATA DDR4 3600MT/s,2025-12-20,Greater China,DDR4,SODIMM,32,1,False,3600,15,1.2,15-17-17-34,Micron,Z-Die,8.3333,75.2814,3188.04,3.736,11.96,382.56,Consumer,Gaming (AAA),Shortage-Inflated,7.26,0.7952,204.01
MPN-000101,Kingston,Kingston DDR6 (Preview) 12800MT/s,2024-08-05,Asia-Pacific,DDR6 (Preview),SODIMM,32,2,False,12800,64,1.0,64-66-66-132,Micron,R-Die,10.0,107.7211,9506.03,1.0609,29.71,950.6,Consumer,Gaming (AAA),Normal,12.72,0.5891,89.5
MPN-000102,Silicon Power,Silicon Power DDR5 7200MT/s,2026-04-15,Latin America,DDR5,SODIMM,64,2,False,7200,32,1.3,32-34-34-68,SK Hynix,M-Die,8.8889,15.1496,33796.24,8.4868,59.41,3802.08,Enterprise/AI,Content Creation,Shortage-Inflated,5.59,0.8428,230.47
MPN-000103,Mushkin,Mushkin DDR5 5600MT/s,2024-04-13,Asia-Pacific,DDR5,LRDIMM,96,1,True,5600,34,1.4,34-36-36-72,Samsung,C-Die,12.1429,34.8229,15621.92,1.9145,13.4,1286.51,Enterprise/AI,AI / Data Science,Normal,14.34,0.5423,63.49
MPN-000104,ADATA,ADATA DDR5 5200MT/s,2026-05-11,Asia-Pacific,DDR5,DIMM,48,2,True,5200,42,1.3,42-44-44-88,Micron,Z-Die,16.1538,27.3598,24561.54,4.5252,31.68,1520.48,Consumer,Content Creation,Shortage-Inflated,5.76,0.8535,236.4
MPN-000105,Lexar,Lexar DDR5 8400MT/s,2025-05-24,Europe,DDR5,SODIMM,512,1,False,8400,42,1.1,42-44-44-88,Samsung,E-Die,10.0,4.2338,158721.54,4.4286,31.0,15872.15,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.66,0.709,156.1
MPN-000106,Micron,Micron DDR5 6400MT/s,2026-08-13,Asia-Pacific,DDR5,DIMM,512,2,True,6400,42,1.4,42-44-44-88,Micron,R-Die,13.125,1.5085,445489.4,9.4704,66.29,33942.05,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.41,0.8921,257.84
MPN-000107,Corsair,Corsair DDR5 7600MT/s,2026-08-02,EMEA,DDR5,DIMM,64,2,False,7600,32,1.25,32-34-34-68,SK Hynix,C-Die,8.4211,14.027,36501.09,9.6752,67.73,4334.5,Enterprise/AI,Content Creation,Shortage-Inflated,4.38,0.8876,255.33
MPN-000108,TeamGroup,TeamGroup DDR5 5200MT/s,2024-09-06,EMEA,DDR5,DIMM,256,2,True,5200,42,1.1,42-44-44-88,SK Hynix,M-Die,16.1538,11.4101,58895.07,2.0345,14.24,3645.89,Enterprise/AI,AI / Data Science,Normal,11.52,0.6022,96.8
MPN-000109,Corsair,Corsair DDR5 5200MT/s,2026-03-26,Europe,DDR5,DIMM,256,2,False,5200,42,1.35,42-44-44-88,Samsung,B-Die,16.1538,2.7955,240386.7,8.3042,58.13,14881.08,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.34,0.8346,225.9
MPN-000110,Samsung,Samsung DDR5 8000MT/s,2024-04-10,North America,DDR5,LRDIMM,32,2,True,8000,34,1.45,34-36-36-72,Samsung,D-Die,8.5,147.2113,3695.37,1.9408,13.59,434.75,Enterprise/AI,Gaming (AAA),Normal,14.23,0.5411,62.81
MPN-000111,Patriot,Patriot DDR5 6400MT/s,2024-05-08,Greater China,DDR5,DIMM,256,1,False,6400,40,1.4,40-42-42-84,Micron,R-Die,12.5,14.6766,43606.94,1.9467,13.63,3488.55,Enterprise/AI,AI / Data Science,Normal,14.34,0.5526,69.2
MPN-000112,Crucial,Crucial DDR5 5200MT/s,2026-12-25,EMEA,DDR5,DIMM,512,2,False,5200,30,1.3,30-32-32-64,SK Hynix,C-Die,11.5385,1.1214,428055.29,10.351,72.46,37098.13,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.31,0.9471,288.4
MPN-000113,ADATA,ADATA DDR5 6800MT/s,2024-02-16,Europe,DDR5,SODIMM,256,2,False,6800,28,1.25,28-30-30-60,Micron,Z-Die,8.2353,15.9828,28030.07,1.8994,13.3,3403.65,Enterprise/AI,AI / Data Science,Normal,13.46,0.5189,50.49
MPN-000114,SK Hynix,SK Hynix DDR6 (Preview) 17600MT/s,2025-02-06,Europe,DDR6 (Preview),DIMM,32,2,False,17600,64,1.0,64-66-66-132,Samsung,D-Die,7.2727,93.48,10954.21,1.681,47.07,1506.2,Consumer,Gaming (AAA),Normal,10.59,0.6651,131.7
MPN-000115,G.Skill,G.Skill DDR5 6800MT/s,2025-12-30,North America,DDR5,SODIMM,256,2,False,6800,34,1.25,34-36-36-72,SK Hynix,A-Die,10.0,4.2126,129137.78,7.2063,50.44,12913.78,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.12,0.7993,206.29
MPN-000116,ADATA,ADATA DDR5 7200MT/s,2026-12-27,Europe,DDR5,SODIMM,512,2,False,7200,40,1.45,40-42-42-84,Micron,Z-Die,11.1111,1.5509,412672.94,10.3629,72.54,37140.56,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.67,0.9479,288.86
MPN-000117,G.Skill,G.Skill DDR5 6400MT/s,2025-06-17,Asia-Pacific,DDR5,DIMM,256,2,False,6400,34,1.25,34-36-36-72,Samsung,B-Die,10.625,5.7713,94259.25,4.9506,34.65,8871.46,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.84,0.7188,161.58
MPN-000118,Kingston,Kingston DDR5 6400MT/s,2026-03-11,Latin America,DDR5,DIMM,64,2,True,6400,28,1.35,28-30-30-60,SK Hynix,D-Die,8.75,15.0674,29733.08,7.585,53.09,3398.07,Enterprise/AI,Content Creation,Shortage-Inflated,6.53,0.8285,222.48
MPN-000119,ADATA,ADATA DDR5 6400MT/s,2026-01-01,Europe,DDR5,SODIMM,48,2,True,6400,36,1.25,36-38-38-76,SK Hynix,D-Die,11.25,36.5148,15774.43,4.1731,29.21,1402.17,Consumer,Content Creation,Shortage-Inflated,6.92,0.8001,206.74
MPN-000120,Pny,Pny DDR4 2666MT/s,2026-12-04,Latin America,DDR4,DIMM,64,2,False,2666,22,1.2,22-24-24-48,Micron,Z-Die,16.5041,10.3353,34058.01,10.0762,32.24,2063.61,Enterprise/AI,Content Creation,Shortage-Inflated,2.8,0.9385,283.61
MPN-000121,Patriot,Patriot DDR6 (Preview) 16000MT/s,2025-01-16,Europe,DDR6 (Preview),SODIMM,32,1,False,16000,64,1.0,64-66-66-132,Samsung,E-Die,8.0,88.8066,11530.68,1.6086,45.04,1441.33,Consumer,Gaming (AAA),Normal,11.67,0.6564,126.91
MPN-000122,Lexar,Lexar DDR5 8400MT/s,2024-03-12,Europe,DDR5,DIMM,32,2,False,8400,42,1.35,42-44-44-88,Samsung,E-Die,10.0,293.1513,2292.33,1.0234,7.16,229.23,Consumer,Gaming (AAA),Normal,14.39,0.5292,56.2
MPN-000123,ADATA,ADATA DDR6 (Preview) 17600MT/s,2024-06-08,Asia-Pacific,DDR6 (Preview),LRDIMM,256,1,True,17600,60,1.0,60-62-62-124,Micron,Z-Die,6.8182,10.3669,92602.03,1.8948,53.05,13581.63,Enterprise/AI,AI / Data Science,Normal,13.12,0.5653,76.27
MPN-000124,SK Hynix,SK Hynix DDR5 4800MT/s,2026-07-25,Latin America,DDR5,DIMM,48,2,True,4800,36,1.25,36-38-38-76,Micron,B-Die,15.0,22.8974,25155.67,4.9912,34.94,1677.04,Consumer,Content Creation,Shortage-Inflated,5.15,0.8843,253.5
MPN-000125,Patriot,Patriot DDR4 4400MT/s,2024-09-05,Greater China,DDR4,DIMM,32,1,False,4400,17,1.2,17-19-19-38,SK Hynix,A-Die,7.7273,305.5448,890.21,1.125,3.6,115.2,Consumer,Gaming (AAA),Normal,12.42,0.6018,96.57
MPN-000126,SK Hynix,SK Hynix DDR4 2666MT/s,2025-01-02,North America,DDR4,LRDIMM,64,4,True,2666,20,1.45,20-22-22-44,Samsung,B-Die,15.0038,36.737,8710.55,2.8348,9.07,580.56,Enterprise/AI,Content Creation,Shortage-Inflated,11.07,0.6507,123.71
MPN-000127,Mushkin,Mushkin DDR5 6800MT/s,2024-12-04,North America,DDR5,SODIMM,16,1,False,6800,34,1.35,34-36-36-72,Samsung,B-Die,10.0,425.9321,1277.2,1.1404,7.98,127.72,Consumer,Gaming (AAA),Normal,10.33,0.6388,117.1
MPN-000128,G.Skill,G.Skill DDR5 5600MT/s,2025-09-06,Latin America,DDR5,DIMM,16,2,True,5600,40,1.3,40-42-42-84,SK Hynix,M-Die,14.2857,123.4567,5184.0,3.24,22.68,362.88,Consumer,Gaming (AAA),Shortage-Inflated,8.11,0.7521,180.05
MPN-000129,TeamGroup,TeamGroup DDR4 3600MT/s,2025-12-16,Greater China,DDR4,SODIMM,16,4,False,3600,19,1.35,19-21-21-42,Micron,R-Die,10.5556,149.9759,2026.99,3.7506,12.0,192.03,Consumer,Gaming (AAA),Shortage-Inflated,5.96,0.7936,203.09
MPN-000130,Silicon Power,Silicon Power DDR4 3200MT/s,2026-07-03,Latin America,DDR4,DIMM,16,2,False,3200,18,1.4,18-20-20-40,Micron,Z-Die,11.25,97.9411,2940.54,5.1051,16.34,261.38,Consumer,Gaming (AAA),Shortage-Inflated,4.84,0.8753,248.49
MPN-000131,G.Skill,G.Skill DDR5 8400MT/s,2024-12-19,Greater China,DDR5,DIMM,96,4,False,8400,32,1.3,32-34-34-68,SK Hynix,A-Die,7.619,49.2767,10390.3,2.0294,14.21,1363.73,Enterprise/AI,AI / Data Science,Normal,11.82,0.6449,120.52
MPN-000132,Patriot,Patriot DDR5 6400MT/s,2024-11-07,North America,DDR5,DIMM,256,8,False,6400,28,1.3,28-30-30-60,Samsung,D-Die,8.75,13.4678,33264.49,2.1215,14.85,3801.66,Enterprise/AI,AI / Data Science,Normal,11.38,0.6277,110.94
MPN-000133,Crucial,Crucial DDR5 5200MT/s,2025-02-05,North America,DDR5,DIMM,16,2,False,5200,28,1.3,28-30-30-60,SK Hynix,C-Die,10.7692,210.3044,2130.25,1.7661,12.36,197.81,Consumer,Gaming (AAA),Listing-Error,10.04,0.6646,131.47
MPN-000134,Mushkin,Mushkin DDR4 4000MT/s,2026-01-01,North America,DDR4,DIMM,16,2,False,4000,15,1.45,15-17-17-34,Samsung,B-Die,7.5,154.3511,1554.9,4.0492,12.96,207.32,Consumer,Gaming (AAA),Shortage-Inflated,7.72,0.8001,206.74
MPN-000135,Mushkin,Mushkin DDR4 2133MT/s,2025-01-12,Asia-Pacific,DDR4,DIMM,64,4,False,2133,16,1.45,16-18-18-36,SK Hynix,A-Die,15.0023,28.1905,9081.07,2.9556,9.46,605.31,Enterprise/AI,Content Creation,Shortage-Inflated,10.92,0.6548,125.99
MPN-000136,Lexar,Lexar DDR6 (Preview) 16000MT/s,2026-10-23,Greater China,DDR6 (Preview),SODIMM,64,2,False,16000,72,1.0,72-74-74-148,Samsung,E-Die,9.0,6.774,170060.76,10.5444,295.24,18895.64,Enterprise/AI,Content Creation,Shortage-Inflated,3.31,0.9213,274.03
MPN-000137,Corsair,Corsair DDR4 4000MT/s,2026-06-05,Europe,DDR4,DIMM,64,1,False,4000,18,1.2,18-20-20-40,Samsung,E-Die,9.0,18.7953,15322.98,8.3132,26.6,1702.55,Enterprise/AI,Content Creation,Shortage-Inflated,5.02,0.8638,242.1
MPN-000138,SK Hynix,SK Hynix DDR4 3200MT/s,2025-12-01,EMEA,DDR4,LRDIMM,64,2,True,3200,18,1.35,18-20-20-40,Samsung,D-Die,11.25,17.9446,16049.4,6.9659,22.29,1426.61,Enterprise/AI,Content Creation,Shortage-Inflated,7.05,0.7874,199.67
MPN-000139,TeamGroup,TeamGroup DDR5 8400MT/s,2026-02-24,EMEA,DDR5,SODIMM,16,2,False,8400,36,1.45,36-38-38-76,SK Hynix,A-Die,8.5714,139.6124,4125.71,4.2976,30.08,481.33,Consumer,Gaming (AAA),Shortage-Inflated,7.43,0.8223,219.06
MPN-000140,Corsair,Corsair DDR4 3200MT/s,2024-10-13,Greater China,DDR4,SODIMM,64,2,False,3200,16,1.45,16-18-18-36,SK Hynix,D-Die,10.0,61.1983,4183.12,2.0425,6.54,418.31,Enterprise/AI,Content Creation,Normal,11.94,0.6174,105.24
MPN-000141,Lexar,Lexar DDR5 7600MT/s,2026-09-05,Europe,DDR5,DIMM,48,1,False,7600,30,1.45,30-32-32-64,Micron,R-Die,7.8947,33.436,14355.77,5.4119,37.88,1818.4,Consumer,Content Creation,Shortage-Inflated,4.35,0.9016,263.08
MPN-000142,Lexar,Lexar DDR5 8400MT/s,2024-07-10,Greater China,DDR5,DIMM,16,4,False,8400,38,1.25,38-40-40-80,Samsung,C-Die,9.0476,531.6013,1143.71,1.1287,7.9,126.41,Consumer,Gaming (AAA),Normal,13.64,0.5784,83.57
MPN-000143,Micron,Micron DDR4 3200MT/s,2026-01-23,Greater China,DDR4,DIMM,16,8,False,3200,15,1.35,15-17-17-34,SK Hynix,M-Die,9.375,126.5165,1896.99,3.9521,12.65,202.35,Consumer,Gaming (AAA),Shortage-Inflated,6.62,0.8092,211.76
MPN-000144,Corsair,Corsair DDR5 8400MT/s,2025-03-31,Asia-Pacific,DDR5,DIMM,192,4,False,8400,40,1.45,40-42-42-84,Micron,E-Die,9.5238,13.5377,47275.55,3.6934,25.85,4963.93,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.76,0.6868,143.79
MPN-000145,Kingston,Kingston DDR5 4800MT/s,2026-10-05,EMEA,DDR5,SODIMM,256,2,False,4800,32,1.4,32-34-34-68,Micron,R-Die,13.3333,2.099,243922.98,10.2088,71.46,18294.22,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.04,0.9139,269.93
MPN-000146,Patriot,Patriot DDR5 6800MT/s,2026-04-20,EMEA,DDR5,SODIMM,16,2,True,6800,38,1.3,38-40-40-80,SK Hynix,A-Die,11.1765,107.82,5639.03,4.5049,31.53,504.54,Consumer,Gaming (AAA),Shortage-Inflated,6.71,0.8449,231.61
MPN-000147,Mushkin,Mushkin DDR4 2133MT/s,2025-12-05,North America,DDR4,LRDIMM,16,2,True,2133,17,1.4,17-19-19-38,Micron,R-Die,15.94,46.2275,5883.95,7.2096,23.07,369.13,Enterprise/AI,Gaming (AAA),Shortage-Inflated,7.86,0.7891,200.58
MPN-000148,Samsung,Samsung DDR5 6800MT/s,2026-12-13,Europe,DDR5,DIMM,32,4,False,6800,28,1.25,28-30-30-60,Micron,R-Die,8.2353,43.0906,10396.69,5.636,39.45,1262.46,Consumer,Gaming (AAA),Shortage-Inflated,3.26,0.9422,285.67
MPN-000149,G.Skill,G.Skill DDR5 5200MT/s,2024-12-27,Greater China,DDR5,DIMM,512,4,False,5200,40,1.3,40-42-42-84,Samsung,C-Die,15.3846,5.4188,118106.25,2.142,14.99,7676.91,Enterprise/AI,AI / Data Science,Normal,10.83,0.6482,122.34
MPN-000150,Samsung,Samsung DDR4 2133MT/s,2024-07-12,EMEA,DDR4,SODIMM,64,2,False,2133,18,1.4,18-20-20-40,SK Hynix,M-Die,16.8776,44.1618,6521.48,1.8867,6.04,386.4,Enterprise/AI,Content Creation,Normal,12.69,0.5792,84.02
MPN-000151,SK Hynix,SK Hynix DDR5 8000MT/s,2025-12-01,Latin America,DDR5,SODIMM,32,2,False,8000,28,1.35,28-30-30-60,Micron,R-Die,7.0,78.5398,5704.11,3.6378,25.46,814.87,Consumer,Gaming (AAA),Shortage-Inflated,6.88,0.7874,199.67
MPN-000152,Pny,Pny DDR5 7200MT/s,2024-12-21,Asia-Pacific,DDR5,SODIMM,16,2,True,7200,34,1.3,34-36-36-72,SK Hynix,M-Die,9.4444,457.2423,1189.74,1.1248,7.87,125.97,Consumer,Gaming (AAA),Normal,9.81,0.6458,120.98
MPN-000153,Kingston,Kingston DDR5 7200MT/s,2026-07-27,Latin America,DDR5,DIMM,96,2,False,7200,40,1.3,40-42-42-84,Samsung,C-Die,11.1111,9.6421,66375.3,8.8895,62.23,5973.78,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.44,0.8851,253.96
MPN-000154,Patriot,Patriot DDR4 4000MT/s,2025-07-06,Europe,DDR4,DIMM,8,2,False,4000,17,1.4,17-19-19-38,Samsung,B-Die,8.5,453.8945,599.26,2.7539,8.81,70.5,Consumer,Basic Productivity,Listing-Error,9.42,0.7266,165.91
MPN-000155,SK Hynix,SK Hynix DDR4 2400MT/s,2024-12-29,Greater China,DDR4,SODIMM,16,2,False,2400,22,1.4,22-24-24-48,SK Hynix,D-Die,18.3333,334.2909,1052.97,1.1218,3.59,57.43,Consumer,Gaming (AAA),Listing-Error,11.63,0.649,122.8
MPN-000156,TeamGroup,TeamGroup DDR5 8000MT/s,2024-10-09,North America,DDR5,DIMM,256,2,False,8000,32,1.1,32-34-34-68,Micron,B-Die,8.0,17.0596,30012.47,2.0935,14.65,3751.56,Enterprise/AI,AI / Data Science,Normal,12.15,0.6158,104.32
MPN-000157,Corsair,Corsair DDR4 2400MT/s,2026-12-03,North America,DDR4,DIMM,16,4,False,2400,19,1.2,19-21-21-42,Samsung,D-Die,15.8333,62.7,4848.48,5.9809,19.14,306.22,Consumer,Gaming (AAA),Shortage-Inflated,3.33,0.9381,283.39
MPN-000158,ADATA,ADATA DDR5 5200MT/s,2024-09-11,EMEA,DDR5,LRDIMM,48,4,True,5200,30,1.3,30-32-32-64,Micron,E-Die,11.5385,62.0157,7739.97,1.9964,13.97,670.8,Enterprise/AI,Content Creation,Normal,13.22,0.6043,97.94
MPN-000159,Lexar,Lexar DDR5 8400MT/s,2024-04-03,Europe,DDR5,SODIMM,32,1,False,8400,32,1.4,32-34-34-68,SK Hynix,A-Die,7.619,275.0211,1861.68,1.0908,7.64,244.34,Consumer,Gaming (AAA),Normal,13.98,0.5382,61.21
MPN-000160,Corsair,Corsair DDR5 5200MT/s,2025-01-18,Europe,DDR5,SODIMM,128,1,False,5200,30,1.1,30-32-32-64,SK Hynix,D-Die,11.5385,16.5759,28957.69,2.801,19.61,2509.67,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.44,0.6573,127.36
MPN-000161,Patriot,Patriot DDR5 8000MT/s,2024-07-09,North America,DDR5,SODIMM,256,2,False,8000,38,1.4,38-40-40-80,SK Hynix,A-Die,9.5,17.5764,34591.84,2.0319,14.22,3641.25,Enterprise/AI,AI / Data Science,Normal,12.81,0.578,83.34
MPN-000162,Pny,Pny DDR4 3000MT/s,2025-03-22,Latin America,DDR4,DIMM,32,2,False,3000,15,1.45,15-17-17-34,Samsung,B-Die,10.0,113.1218,2121.61,2.0719,6.63,212.16,Consumer,Gaming (AAA),Normal,10.8,0.6831,141.73
MPN-000163,Samsung,Samsung DDR4 4000MT/s,2024-12-17,Europe,DDR4,DIMM,8,2,False,4000,18,1.35,18-20-20-40,Samsung,M-Die,9.0,1095.4158,262.91,1.1411,3.65,29.21,Consumer,Basic Productivity,Normal,11.3,0.6441,120.06
MPN-000164,Mushkin,Mushkin DDR5 4800MT/s,2024-07-04,Asia-Pacific,DDR5,DIMM,64,2,False,4800,34,1.45,34-36-36-72,SK Hynix,M-Die,14.1667,43.0965,12622.85,1.9889,13.92,891.02,Enterprise/AI,Content Creation,Normal,13.1,0.576,82.2
MPN-000165,Mushkin,Mushkin DDR5 7600MT/s,2025-11-26,Asia-Pacific,DDR5,DIMM,128,2,False,7600,34,1.3,34-36-36-72,Micron,B-Die,8.9474,10.293,52851.55,6.5926,46.15,5906.94,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.18,0.7854,198.53
MPN-000166,TeamGroup,TeamGroup DDR4 3000MT/s,2024-05-14,Greater China,DDR4,DIMM,128,1,False,3000,16,1.35,16-18-18-36,Samsung,M-Die,10.6667,29.8891,8565.01,1.9604,6.27,802.97,Enterprise/AI,AI / Data Science,Normal,12.71,0.555,70.57
MPN-000167,TeamGroup,TeamGroup DDR5 7600MT/s,2026-10-28,Latin America,DDR5,DIMM,48,1,False,7600,36,1.3,36-38-38-76,Samsung,C-Die,9.4737,31.298,18403.73,5.7816,40.47,1942.62,Consumer,Content Creation,Shortage-Inflated,3.53,0.9233,275.17
MPN-000168,Corsair,Corsair DDR4 2666MT/s,2024-01-08,Europe,DDR4,DIMM,128,8,False,2666,16,1.2,16-18-18-36,SK Hynix,D-Die,12.003,28.1292,9100.87,1.8511,5.92,758.22,Enterprise/AI,AI / Data Science,Normal,15.6,0.5029,41.6
MPN-000169,Kingston,Kingston DDR5 5200MT/s,2024-04-27,Latin America,DDR5,DIMM,16,4,True,5200,34,1.1,34-36-36-72,SK Hynix,M-Die,13.0769,344.6062,1578.61,1.0778,7.54,120.72,Consumer,Gaming (AAA),Normal,14.25,0.548,66.69
MPN-000170,Corsair,Corsair DDR5 5600MT/s,2025-04-28,North America,DDR5,DIMM,192,2,False,5600,34,1.3,34-36-36-72,SK Hynix,A-Die,12.1429,7.848,69316.77,4.2474,29.73,5708.44,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.69,0.6983,150.17
MPN-000171,Corsair,Corsair DDR5 8400MT/s,2024-01-21,EMEA,DDR5,LRDIMM,96,2,True,8400,28,1.35,28-30-30-60,SK Hynix,C-Die,6.6667,55.6517,8050.07,1.7969,12.58,1207.51,Enterprise/AI,AI / Data Science,Normal,14.51,0.5082,44.56
MPN-000172,Patriot,Patriot DDR5 5200MT/s,2026-01-16,Europe,DDR5,DIMM,96,2,False,5200,36,1.3,36-38-38-76,Micron,Z-Die,13.8462,8.8547,65050.16,6.9912,48.94,4698.07,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.15,0.8063,210.16
MPN-000173,G.Skill,G.Skill DDR5 6800MT/s,2024-08-16,Europe,DDR5,DIMM,32,2,False,6800,42,1.25,42-44-44-88,Samsung,M-Die,12.3529,214.7116,3129.78,1.1311,7.92,253.36,Consumer,Gaming (AAA),Normal,13.05,0.5936,92.01
MPN-000174,Patriot,Patriot DDR4 3000MT/s,2026-05-14,Greater China,DDR4,DIMM,128,2,False,3000,19,1.4,19-21-21-42,SK Hynix,M-Die,12.6667,7.0407,43177.64,8.3222,26.63,3408.76,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.87,0.8547,237.08
MPN-000175,Patriot,Patriot DDR5 5200MT/s,2024-01-15,Greater China,DDR5,SODIMM,128,2,False,5200,28,1.25,28-30-30-60,SK Hynix,D-Die,10.7692,25.7633,17389.09,1.8021,12.61,1614.7,Enterprise/AI,AI / Data Science,Normal,14.08,0.5057,43.19
MPN-000176,Kingston,Kingston DDR5 5600MT/s,2026-04-29,Europe,DDR5,DIMM,16,4,False,5600,28,1.35,28-30-30-60,SK Hynix,A-Die,10.0,86.3495,5188.22,4.6323,32.43,518.82,Consumer,Gaming (AAA),Shortage-Inflated,5.48,0.8486,233.66
MPN-000177,Pny,Pny DDR5 6400MT/s,2024-04-10,EMEA,DDR5,SODIMM,16,8,False,6400,32,1.3,32-34-34-68,Samsung,C-Die,10.0,448.3141,1142.06,1.0197,7.14,114.21,Consumer,Gaming (AAA),Normal,13.98,0.5411,62.81
MPN-000178,SK Hynix,SK Hynix DDR5 5200MT/s,2024-03-07,Greater China,DDR5,DIMM,16,2,False,5200,28,1.3,28-30-30-60,Micron,Z-Die,10.7692,367.05,1220.54,1.0119,7.08,113.34,Consumer,Gaming (AAA),Normal,14.85,0.5271,55.05
MPN-000179,Micron,Micron DDR5 7600MT/s,2026-11-26,Greater China,DDR5,SODIMM,48,1,True,7600,36,1.25,36-38-38-76,Samsung,D-Die,9.4737,31.089,18527.48,5.8205,40.74,1955.68,Consumer,Content Creation,Shortage-Inflated,2.0,0.9352,281.79
MPN-000180,Mushkin,Mushkin DDR4 4400MT/s,2024-12-27,Latin America,DDR4,LRDIMM,64,4,True,4400,15,1.4,15-17-17-34,SK Hynix,C-Die,6.8182,85.6337,2802.64,2.0071,6.42,411.05,Enterprise/AI,Content Creation,Normal,11.32,0.6482,122.34
MPN-000181,Crucial,Crucial DDR5 8400MT/s,2024-06-23,Asia-Pacific,DDR5,DIMM,48,2,True,8400,38,1.1,38-40-40-80,Micron,B-Die,9.0476,190.6578,3188.96,1.049,7.34,352.46,Consumer,Content Creation,Normal,13.37,0.5714,79.69
MPN-000182,Micron,Micron DDR5 7600MT/s,2024-08-17,Asia-Pacific,DDR5,DIMM,64,1,False,7600,40,1.3,40-42-42-84,SK Hynix,C-Die,10.5263,71.6124,8937.0,1.8951,13.27,849.02,Enterprise/AI,Content Creation,Normal,12.2,0.594,92.24
